12:52:25 -- Temperature has exceeded 10 degrees at 21.84 degrees in Sidon, Lebanon
12:53:04 -- Temperature has exceeded 10 degrees at 21.84 degrees in Sidon, Lebanon
12:59:00 -- Temperature has exceeded 10 degrees at 21.84 degrees in Sidon, Lebanon
13:01:00 -- Temperature has exceeded 10 degrees at 21.84 degrees in Sidon, Lebanon
13:02:58 -- Temperature has exceeded 10 degrees at 21.84 degrees in Sidon, Lebanon
13:37:46 -- Temperature has exceeded 10 degrees at 21.29 degrees in Sidon, Lebanon ,Sending Notification to: mohamad_email@someProvider.com
13:40:33 -- Temperature has exceeded 10 degrees at 21.29 degrees in Sidon, Lebanon ,Sending Notification to: mohamad_email@someProvider.com
13:43:07 -- Temperature has exceeded 10 degrees at 21.29 degrees in Sidon, Lebanon ,Sending Notification to: mohamad_email@someProvider.com
13:44:04 -- Temperature has exceeded 10 degrees at 21.29 degrees in Sidon, Lebanon ,Sending Notification to: mohamad_email@someProvider.com
13:44:22 -- Temperature has exceeded 10 degrees at 21.29 degrees in Sidon, Lebanon ,Sending Notification to: mohamad_email@someProvider.com
13:54:22 -- Temperature has exceeded 10 degrees at 20.73 degrees in Sidon, Lebanon ,Sending Notification to: mohamad_email@someProvider.com
15:20:48 -- Temperature has exceeded 10 degrees at 20.73 degrees in Sidon, Lebanon ,Sending Notification to: mohamad_email@someProvider.com
15:23:30 -- Temperature has exceeded 10 degrees at 20.73 degrees in Sidon, Lebanon ,Sending Notification to: mohamad_email@someProvider.com
15:25:44 -- Temperature has exceeded 10 degrees at 20.73 degrees in Sidon, Lebanon ,Sending Notification to: mohamad_email@someProvider.com
15:35:44 -- Temperature has exceeded 10 degrees at 19.62 degrees in Sidon, Lebanon ,Sending Notification to: mohamad_email@someProvider.com
15:45:44 -- Temperature has exceeded 10 degrees at 19.62 degrees in Sidon, Lebanon ,Sending Notification to: mohamad_email@someProvider.com
15:58:26 -- Temperature has exceeded 10 degrees at 19.63 degrees in Sidon, Lebanon ,Sending Notification to: mohamad_email@someProvider.com
16:01:54 -- Temperature has exceeded 10 degrees at 19.63 degrees in Sidon, Lebanon ,Sending Notification to: mohamad_email@someProvider.com
16:03:40 -- Temperature has exceeded 10 degrees at 19.63 degrees in Sidon, Lebanon ,Sending Notification to: mohamad_email@someProvider.com
16:05:31 -- Temperature has exceeded 10 degrees at 19.63 degrees in Sidon, Lebanon ,Sending Notification to: mohamad_email@someProvider.com
16:06:34 -- Temperature has exceeded 10 degrees at 19.63 degrees in Sidon, Lebanon ,Sending Notification to: mohamad_email@someProvider.com
16:07:42 -- Temperature has exceeded 10 degrees at 19.62 degrees in Sidon, Lebanon ,Sending Notification to: mohamad_email@someProvider.com
16:17:42 -- Temperature has exceeded 10 degrees at 19.06 degrees in Sidon, Lebanon ,Sending Notification to: mohamad_email@someProvider.com
16:27:42 -- Temperature has exceeded 10 degrees at 19.06 degrees in Sidon, Lebanon ,Sending Notification to: mohamad_email@someProvider.com
16:44:47 -- Temperature has exceeded 10 degrees at 19.06 degrees in Sidon, Lebanon ,Sending Notification to: mohamad_email@someProvider.com
16:48:55 -- Temperature has exceeded 10 degrees at 19.06 degrees in Sidon, Lebanon ,Sending Notification to: mohamad_email@someProvider.com
16:51:08 -- Temperature has exceeded 10 degrees at 19.06 degrees in Sidon, Lebanon ,Sending Notification to: mohamad_email@someProvider.com
16:53:37 -- Temperature has exceeded 10 degrees at 19.06 degrees in Sidon, Lebanon ,Sending Notification to: mohamad_email@someProvider.com
16:55:02 -- Temperature has exceeded 10 degrees at 19.06 degrees in Sidon, Lebanon ,Sending Notification to: mohamad_email@someProvider.com
16:55:48 -- Temperature has exceeded 10 degrees at 19.06 degrees in Sidon, Lebanon ,Sending Notification to: mohamad_email@someProvider.com
16:56:27 -- Temperature has exceeded 10 degrees at 19.06 degrees in Sidon, Lebanon ,Sending Notification to: mohamad_email@someProvider.com
17:01:59 -- Temperature has exceeded 10 degrees at 18.51 degrees in Sidon, Lebanon ,Sending Notification to: mohamad_email@someProvider.com
17:05:19 -- Temperature has exceeded 10 degrees at 18.51 degrees in Sidon, Lebanon ,Sending Notification to: mohamad_email@someProvider.com
17:09:43 -- Temperature has exceeded 10 degrees at 18.51 degrees in Sidon, Lebanon ,Sending Notification to: mohamad_email@someProvider.com
17:13:15 -- Temperature has exceeded 10 degrees at 18.51 degrees in Sidon, Lebanon ,Sending Notification to: mohamad_email@someProvider.com
17:13:57 -- Temperature has exceeded 10 degrees at 18.51 degrees in Sidon, Lebanon ,Sending Notification to: mohamad_email@someProvider.com
17:15:56 -- Temperature has exceeded 10 degrees at 18.51 degrees in Sidon, Lebanon ,Sending Notification to: mohamad_email@someProvider.com
17:25:55 -- Temperature has exceeded 10 degrees at 18.51 degrees in Sidon, Lebanon ,Sending Notification to: mohamad_email@someProvider.com
17:35:55 -- Temperature has exceeded 10 degrees at 18.51 degrees in Sidon, Lebanon ,Sending Notification to: mohamad_email@someProvider.com
17:56:42 -- Temperature has exceeded 10 degrees at 18.51 degrees in Sidon, Lebanon ,Sending Notification to: mohamad_email@someProvider.com
18:03:36 -- Temperature has exceeded 10 degrees at 18.51 degrees in Sidon, Lebanon ,Sending Notification to: mohamad_email@someProvider.com
18:04:59 -- Temperature has exceeded 10 degrees at 18.51 degrees in Sidon, Lebanon ,Sending Notification to: mohamad_email@someProvider.com
18:07:24 -- Temperature has exceeded 10 degrees at 18.51 degrees in Sidon, Lebanon ,Sending Notification to: mohamad_email@someProvider.com
18:10:21 -- Temperature has exceeded 10 degrees at 18.51 degrees in Sidon, Lebanon ,Sending Notification to: mohamad_email@someProvider.com
18:11:00 -- Temperature has exceeded 10 degrees at 18.51 degrees in Sidon, Lebanon ,Sending Notification to: mohamad_email@someProvider.com
18:14:22 -- Temperature has exceeded 10 degrees at 18.51 degrees in Sidon, Lebanon ,Sending Notification to: mohamad_email@someProvider.com
18:15:23 -- Temperature has exceeded 10 degrees at 18.51 degrees in Sidon, Lebanon ,Sending Notification to: mohamad_email@someProvider.com
18:15:50 -- Temperature has exceeded 10 degrees at 18.51 degrees in Sidon, Lebanon ,Sending Notification to: mohamad_email@someProvider.com
18:47:41 -- Temperature has exceeded 10 degrees at 18.51 degrees in Sidon, Lebanon ,Sending Notification to: mohamad_email@someProvider.com
18:57:41 -- Temperature has exceeded 10 degrees at 18.51 degrees in Sidon, Lebanon ,Sending Notification to: mohamad_email@someProvider.com
19:07:41 -- Temperature has exceeded 10 degrees at 18.51 degrees in Sidon, Lebanon ,Sending Notification to: mohamad_email@someProvider.com
